"resolved_name;gametophytic;sporophytic;parsed n"
"Cyperus metzii;;; "
"Cyperus michelianus;40;; "
"Cyperus michelianus;;78; "
"Cyperus michelianus;;78; "
"Cyperus michelianus;39;; "
"Cyperus michelianus;ca. 43;; "
"Cyperus michelianus;38;; "
"Cyperus microcephalus;43;; "
"Cyperus microiria;52;; "
"Cyperus monocephalus;;; "
"Cyperus niveus;36;; "
"Cyperus niveus;36;; "
"Cyperus niveus;32, 37;; "
"Cyperus niveus;32, 37;64, 74; "
"Cyperus niveus;34;; "
"Cyperus nutans;;58; "
"Cyperus nutans;28;; "
"Cyperus nutans;;72; "
"Cyperus nutans;36;; "
"Cyperus nutans;52;; "
"Cyperus nutans;;104; "
"Cyperus nutans;;104; "
"Cyperus nutans;52;; "
"Cyperus nutans;32;; "
"Cyperus owanii;;124; "
"Cyperus pangorei;;208; "
"Cyperus pangorei;;208; "
"Cyperus paniceus;;84; "
"Cyperus paniceus;42;; "
"Cyperus paniceus;;84; "
"Cyperus paniceus;42;; "
"Cyperus paniceus;;ca. 126; "
"Cyperus paniceus;ca. 63;; "
"Cyperus paniceus;98;; "
"Cyperus pannonicus;;68ñ76; "
"Cyperus papyrus;ca. 50;; "
"Cyperus pilosus;;16; "
"Cyperus pilosus;18;; "
"Cyperus pilosus;18;; "
"Cyperus pilosus;18;; "
"Cyperus pilosus;;36, 68; "
"Cyperus platystylis;;40; "
"Cyperus platystylis;;40; "
"Cyperus platystylis;;40; "
"Cyperus platystylis;20;; "
"Cyperus platystylis;;40; "
"Cyperus plumbeonucea;;; "
"Cyperus polystachyos;;; "
"Cyperus polystachyos;;; "
"Cyperus procerus;52;; "
"Cyperus procerus;52;; "
"Cyperus procerus;;64; "
"Cyperus procerus;;18; "
"Cyperus procerus;;64; "
"Cyperus pseudokyllingioides;;; "
"Cyperus pulcherrimus;13;; "
"Cyperus pulcherrimus;13;; "
"Cyperus pulcherrimus;13;; "
"Cyperus pumilus;;; "
"Cyperus pygmaeus;;; "
"Cyperus rivularis;;; "
"Cyperus rotundus;;108; "
"Cyperus rotundus;;108; "
"Cyperus rotundus;;16; "
"Cyperus rotundus;54;108; "
"Cyperus rotundus;48;; "
"Cyperus rotundus;;108; "
"Cyperus rotundus;42;; "
"Cyperus rotundus;48;; "
"Cyperus rotundus;76;; "
"Cyperus rotundus;;26; "
"Cyperus rotundus;;152; "
"Cyperus rotundus;50, 64;; "
"Cyperus rotundus;50;; "
"Cyperus rotundus;40, 56, 69;; "
"Cyperus rotundus;ca. 100;; "
"Cyperus rotundus;48, 50, 54;; "
"Cyperus rotundus;50, 64;; "
"Cyperus rotundus;42, 50, 52, 54, 55, 58, 66, 80;; "
"Cyperus rotundus;40, 56, 69;; "
"Cyperus rubicundus;;50; "
"Cyperus rubicundus;;42, 50, 52; "
"Cyperus sanguinolentus;;; "
"Cyperus schweinitzii;;80; "
"Cyperus serotinus;5;; "
"Cyperus serotinus;30;; "
"Cyperus serotinus;29;; "
"Cyperus sesquiflorus;;; "
"Cyperus squarrosus;;ca. 94; "
"Cyperus squarrosus;;ca. 94; "
"Cyperus squarrosus;ca. 47;; "
"Cyperus squarrosus;;108; "
"Cyperus squarrosus;54;; "
"Cyperus squarrosus;49;; "
"Cyperus squarrosus;ca. 47;; "
"Cyperus squarrosus;49;; "
"Cyperus squarrosus;49;; "
"Cyperus stramineus;;; "
"Cyperus substramineus;;; "
"Cyperus tenuiculmis;;44; "
"Cyperus tenuiculmis;;44; "
"Cyperus tenuispica;8;; "
"Cyperus tenuispica;8;; "
"Cyperus tenuispica;;16; "
"Cyperus tenuispica;18;; "
"Cyperus tenuispica;;16; "
"Cyperus thomsonii;28;; "
"Cyperus triceps;;; "
"Cyperus vegetus;;; "
"Dichromena ciliata;;; "
"Dichromena colorata;;; "
"Dulichium arundinaceum;;32; "
"Eleocharis acicularis;;56 (36ñ38, 50ñ58); "
"Eleocharis acicularis;;ca. 56; "
"Eleocharis acicularis;;ca. 56; "
"Eleocharis acicularis;;20; "
"Eleocharis acicularis;;20; "
"Eleocharis acicularis;;20; "
"Eleocharis acicularis;10;; "
"Eleocharis acicularis;5;; "
"Eleocharis acicularis;10;20; "
"Eleocharis acicularis;;20; "
"Eleocharis acicularis;;20; "
"Eleocharis acicularis;;20; "
"Eleocharis acicularis;;20; "
"Eleocharis acicularis;;20; "
"Eleocharis acicularis;;20; "
"Eleocharis acicularis;;20; "
"Eleocharis acicularis;;ca. 18, 20; "
"Eleocharis acicularis;10;; "
"Eleocharis acicularis;;20; "
"Eleocharis acuta;;20, 40; "
"Eleocharis acutangula;;54; "
"Eleocharis acutangula;;54; "
"Eleocharis acutangula;;54; "
"Eleocharis acutangula;;54; "
"Eleocharis acutangula;;54; "
"Eleocharis acutangula;;54; "
"Eleocharis acutangula;27;54; "
"Eleocharis afflata;;; "
"Eleocharis ambigens;;(44, 45) 46; "
"Eleocharis ambigens;;46; "
"Eleocharis arenicola;;; "
"Eleocharis atricha;;20; "
"Eleocharis atropurpurea;10;; "
"Eleocharis atropurpurea;;10; "
"Eleocharis atropurpurea;;20; "
"Eleocharis atropurpurea;;10, 20; "
"Eleocharis atropurpurea;;20; "
"Eleocharis atropurpurea;10;; "
"Eleocharis atropurpurea;10;; "
"Eleocharis austriaca;;16; "
"Eleocharis austriaca;;16; "
"Eleocharis austriaca;8;16; "
"Eleocharis calva;;; "
"Eleocharis capitata;;; "
"Eleocharis caribaea;;; "
"Eleocharis chaetaria;;; "
"Eleocharis coloradensis;4;; "
"Eleocharis compressa;9;; "
"Eleocharis compressa;12, 18;; "
"Eleocharis compressa;;18; "
"Eleocharis compressa;20;; "
"Eleocharis compressa;10;; "
"Eleocharis congesta;;20; "
"Eleocharis congesta;;20; "
"Eleocharis congesta;;20; "
"Eleocharis cylindrostachys;;20; "
"Eleocharis dietrichiana;;30; "
"Eleocharis dulcis;;216; "
"Eleocharis dulcis;;ca. 172; "
"Eleocharis dulcis;;ca. 172; "
"Eleocharis dulcis;100+;; "
"Eleocharis dulcis;;>200; "
"Eleocharis dulcis;100+;; "
"Eleocharis dulcis;;76; "
"Eleocharis dulcis;38, ca. 108;; "
"Eleocharis elliptica;19;; "
"Eleocharis elliptica;;38; "
"Eleocharis elliptica;;; "
"Eleocharis engelmannii;5;; "
"Eleocharis engelmannii;;10; "
"Eleocharis engelmannii;;10; "
"Eleocharis equisetina;;; "
"Eleocharis erythropoda;;18; "
"Eleocharis erythropoda;;18, 19, 20; "
"Eleocharis erythropoda;;18, 19, 20; "
"Eleocharis erythropoda;;19, 20; "
"Eleocharis erythropoda;;18; "
"Eleocharis fallax;;42; "
"Eleocharis fernaldii;;; "
"Eleocharis fistulosa;;; "
"Eleocharis flavescens;;30; "
"Eleocharis flavescens;;20; "
"Eleocharis flavescens;;20; "
"Eleocharis geniculata;;38; "
"Eleocharis geniculata;;10; "
"Eleocharis geniculata;;20; "
"Eleocharis geniculata;;20; "
"Eleocharis geniculata;;10; "
"Eleocharis geniculata;;20; "
"Eleocharis geniculata;;10; "
"Eleocharis geniculata;;20; "
"Eleocharis geniculata;;20; "
"Eleocharis geniculata;15;; "
"Eleocharis geniculata;;10; "
"Eleocharis geniculata;;80; "
"Eleocharis gracilis;;20; "
"Eleocharis halophila;;; "
"Eleocharis intermedia;;22; "
"Eleocharis intersita;;; "
"Eleocharis kamtschatica;;42, 46; "
"Eleocharis kamtschatica;;12; "
"Eleocharis kamtschatica;;ca. 38ñ40, 56; "
"Eleocharis macrostachya;;38; "
"Eleocharis macrostachya;;18, 19; "
"Eleocharis macrostachya;;38; "
"Eleocharis macrostachya;9;18; "
"Eleocharis macrostachya;8;16; "
"Eleocharis macrostachya;;38; "
"Eleocharis macrostachya;8;; "
"Eleocharis aff.;;ca. 25; "
"Eleocharis mamillata;8;16; "
"Eleocharis mamillata;;16; "
"Eleocharis mamillata;;16; "
"Eleocharis mamillata;;15, 16; "
"Eleocharis mamillata;7, 8;14, 15, 16; "
"Eleocharis mamillata;;16; "
"Eleocharis mamillata;;; "
"Eleocharis mamillata;;; "
"Eleocharis minuta;;20; "
"Eleocharis montevidensis;10;; "
"Eleocharis montevidensis;;20; "
"Eleocharis montevidensis;;; "
"Eleocharis multicaulis;10;; "
"Eleocharis multicaulis;10;; "
"Eleocharis nervata;;; "
"Eleocharis obtusa;5;; "
"Eleocharis obtusa;5;; "
"Eleocharis obtusa;5;9, 10; "
"Eleocharis obtusa;5;10; "
"Eleocharis obtusa;;10; "
"Eleocharis obtusa;;10; "
"Eleocharis obtusa;;10; "
"Eleocharis obtusa;;; "
"Eleocharis obtusa;;; "
"Eleoc haris;;; "
"Eleocharis olivacea;;; "
"Eleocharis ovata;;10; "
"Eleocharis ovata;;10; "
"Eleocharis pachycarpa;;40; "
"Eleocharis pallens;;40; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;;36, 38; "
"Eleocharis palustris;;10, 16, 18; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;;50; "
"Eleocharis palustris;;38; "
"Eleocharis palustris;;38; "
"Eleocharis palustris;;38; "
"Eleocharis palustris;;38; "
"Eleocharis palustris;20;; "
"Eleocharis palustris;;38; "
"Eleocharis palustris;;16, 38; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;;46ñ49, 51; "
"Eleocharis palustris;8, 19;16, 38, 39, 40, 41, 42; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;;ca. 36; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;8;; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;16;; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;7, 8;; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;8, 9;; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;5, 7, 8, 10, 14, 16, 18, 20, 38;; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;8 + 1B;; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;;15, 16; "
"Eleocharis palustris;7, 8;14, 15, 16, 17; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;;36; "
"Eleocharis palustris;8, 16;; "
"Eleocharis palustris;;36; "
"Eleocharis palustris;;16; "
"Eleocharis palustris;;; "
"Eleocharis palustris;;; "
"Eleocharis palustris;16-21;38; "
"Eleocharis palustris;;38, 39; "
"Eleocharis palustris;19;33, 34, 35, 36, 37, 38, 39, 40, 41; "
"Eleocharis palustris;;38, 39, 40; "
"Eleocharis palustris;;38, 39; "
"Eleocharis palustris;;15, 16, 17; "
"Eleocharis palustris;43405;27; "
"Eleocharis palustris;;27; "
"Eleocharis palustrisñuniglumis;;16, 38, 39, 40, 42, 44, 46, 47, 48, 49, 51; "
"Eleocharis parishii;5;; "
"Eleocharis parvula;;10; "
"Eleocharis parvula;;; "
"Eleocharis pauciflora;;; "
"Eleocharis pellucida;10;20; "
"Eleocharis pellucida;;20; "
"Eleocharis perlonga;;; "
"Eleocharis plana;;40; "
"Eleocharis plantaginea;;; "
"Eleocharis plantaginoides;;; "
"Eleocharis pusilla;;30; "
"Eleocharis quinqueflora;;ca. 100; "
"Eleocharis quinqueflora;10;; "
"Eleocharis quinqueflora;10;; "
"Eleocharis quinqueflora;;ca. 100; "
"Eleocharis quinqueflora;68;; "
"Eleocharis quinqueflora;;46 + 0ñ3B; "
"Eleocharis quinqueflora;20 + 0ñ3B;; "
"Eleocharis quinqueflora;;46 + 0ñ3B; "
"Eleocharis quinqueflora;23 + 0ñ3B;; "
"Eleocharis quinqueflora;;80; "
"Eleocharis retroflexa;;10; "
"Eleocharis retroflexa;5;; "
"Eleocharis sintenisii;;10; "
"Eleocharis smallii;;; "
"Eleocharis sphacelata;;94ñ100, 176ñ184; "
"Eleocharis tenuis;12;; "
"Eleocharis tenuis;;24; "
"Eleocharis tenuis;19;; "
"Eleocharis tenuis;;39; "
"Eleocharis tenuis;10;; "
"Eleocharis tenuis;;20; "
"Eleocharis tenuis;;34, 64; "
"Eleocharis tuberculosa;;30; "
"Eleocharis uniglumis;20;; "
"Eleocharis uniglumis;;40, 46; "
"Eleocharis uniglumis;23-30, 36ñ44;46, 54, 55, 56, 80; "
"Eleocharis uniglumis;23;; "
"Eleocharis uniglumis;;37, 38; "
"Eleocharis uniglumis;25;; "
"Eleocharis uniglumis;;46; "
"Eleocharis uniglumis;;46ñ48; "
"Eleocharis uniglumis;;46ñ48; "
"Eleocharis uniglumis;;46; "
"Eleocharis uniglumis;;46; "
"Eleocharis uniglumis;;74ñ82; "
"Eleocharis uniglumis;23;46, 47, 48, 49, 50, 51, 54; "
"Eleocharis uniglumis;;46; "
"Eleocharis uniglumis;;46; "
"Eleocharis uniglumis;;46, 74ñ82; "
"Eleocharis uniglumis;;74ñ82, 85, 88; "
"Eleocharis uniglumis;;60ñ68; "
"Eleocharis uniglumis;;41ñ43; "
"Eleocharis ussuriensis;;16; "
"Eleocharis valleculosa;;16; "
"Eleocharis valleculosa;;; "
"Eleocharis verrucosa;;; "
"Eleocharis xyridiformis;;; "
"Eleocharis yunquensis;;; "
"Eleogiton fluitans;;; "
"Elyna bellardii;;; "
"Elyna myosuroides;;; "
"Eriophorum alpinum;;; "
"Eriophorum angustifolium;;58; "
"Eriophorum angustifolium;29;; "
"Eriophorum angustifolium;29;; "
"Eriophorum angustifolium;;58; "
"Eriophorum angustifolium;;ca. 58; "
"Eriophorum angustifolium;;58; "
"Eriophorum angustifolium;;58; "
"Eriophorum angustifolium;;58; "
"Eriophorum angustifolium;;58; "
"Eriophorum angustifolium;30;; "
"Eriophorum angustifolium;;58; "
"Eriophorum angustifolium;;58; "
"Eriophorum angustifolium;;58; "
"Eriophorum angustifolium;;58; "
"Eriophorum angustifolium;;58; "
"Eriophorum angustifolium;;58; "
"Eriophorum angustifolium;;58; "
"Eriophorum angustifolium;;54; "
"Eriophorum angustifolium;;58; "
"Eriophorum angustifolium;;54; "
"Eriophorum angustifolium;;58; "
"Eriophorum angustifolium;;58; "
"Eriophorum angustifolium;;60; "
"Eriophorum angustifolium;;; "
"Eriophorum angustifolium;;; "
"Eriophorum angustifolium;;60; "
"Eriophorum angustifolium;30;60; "
"Eriophorum angustifolium;;ca. 60; "
"Eriophorum angustifolium;;60; "
"Eriophorum angustifolium;;58; "
"Eriophorum angustifolium;;60; "
"Eriophorum angustifolium;;60; "
"Eriophorum angustifolium;;58; "
"Eriophorum angustifolium;;60; "
"Eriophorum brachyantherum;;58; "
"Eriophorum brachyantherum;;58; "
"Eriophorum brachyantherum;;58; "
"Eriophorum brachyantherum;;58; "
"Eriophorum brachyantherum;;58; "
"Eriophorum callitrix;30;; "
"Eriophorum callitrix;;ca. 56; "
"Eriophorum callitrix;;60; "
"Eriophorum callitrix;;60; "
"Eriophorum callitrix;;60; "
"Eriophorum callitrix;;60; "
"Eriophorum chamissonis;;58; "
"Eriophorum chamissonis;;62; "
"Eriophorum chamissonis;;58; "
"Eriophorum chamissonis;;60?±?2; "
"Eriophorum chamissonis;;58; "
"Eriophorum chamissonis;;58; "
"Eriophorum chamissonis;;58; "
"Eriophorum chamissonis;;58; "
"Eriophorum comosum;26;; "
"Eriophorum comosum;26;; "
"Eriophorum comosum;26;; "
"Eriophorum gracile;;60; "
"Eriophorum humile;;58; "
"E. komarovii;;; "
"Eriophorum latifolium;;58; "
"Eriophorum latifolium;;58; "
"Eriophorum latifolium;;54; "
"Eriophorum latifolium;;54; "
"Eriophorum latifolium;;54; "
"Eriophorum x;;58; "
"Eriophorum x;;60; "
"Eriophorum polystachion;;; "
"Eriophorum russeolum;;; "
"Eriophorum russeolum;;; "
"Eriophorum scheuchzeri;;58; "
"Eriophorum scheuchzeri;;58; "
"Eriophorum scheuchzeri;;58; "
"Eriophorum scheuchzeri;29;58; "
"Eriophorum scheuchzeri;;58; "
"Eriophorum scheuchzeri;;58?±?2; "
"Eriophorum scheuchzeri;;58; "
"Eriophorum scheuchzeri;;58; "
"Eriophorum scheuchzeri;;58; "
"Eriophorum scheuchzeri;;58; "
"Eriophorum scheuchzeri;;58; "
"Eriophorum scheuchzeri;;58; "
"Eriophorum scheuchzeri;;58; "
"Eriophorum scheuchzeri;;58; "
"Eriophorum scheuchzeri;;58; "
"Eriophorum scheuchzeri;29;; "
"Eriophorum triste;;; "
"Eriophorum vaginatum;;ca. 58; "
"Eriophorum vaginatum;;58; "
"Eriophorum vaginatum;;58; "
"Eriophorum vaginatum;;58; "
"Eriophorum vaginatum;;ca. 60; "
"Eriophorum vaginatum;;58; "
"Eriophorum vaginatum;;60; "
"Eriophorum vaginatum;;58; "
"Eriophorum vaginatum;;58; "
"Eriophorum vaginatum;;58; "
"Eriophorum vaginatum;;58; "
"Eriophorum vaginatum;;58; "
"Eriophorum vaginatum;;58; "
"Eriophorum vaginatum;;58; "
"Eriophorum vaginatum;;58; "
"Eriophorum vaginatum;;26; "
"Eriophorum vaginatum;;58; "
"Eriophorum vaginatum;;58; "
"Eriophorum vaginatum;;58; "
"Eriophorum vaginatum;;58, 83; "
"Eriophorum vaginatum;;; "
"Eriophorum vaginatum;;; "
"Eriophorum viridicarinatum;;58; "
"Fimbristylis acicularis;5;; "
"Fimbristylis acicularis;5;; "
"Fimbristylis acuminata;;10; "
"Fimbristylis acuminata;5;; "
"Fimbristylis acuminata;5;; "
"Fimbristylis acuminata;;10; "
"Fimbristylis aestivalis;;10; "
"Fimbristylis aestivalis;;10; "
"Fimbristylis aestivalis;;10; "
"Fimbristylis aestivalis;5;; "
"Fimbristylis aestivalis;5;; "
"Fimbristylis aestivalis;;10; "
"Fimbristylis aestivalis;5;; "
"Fimbristylis aestivalis;;10; "
"Fimbristylis annua;;; "
"Fimbristylis argentea;;20; "
"Fimbristylis argentea;10;; "
"Fimbristylis argentea;;20; "
"Fimbristylis argentea;10;; "
"Fimbristylis argillicola;10;; "
"Fimbristylis autumnalis;5;10; "
"Fimbristylis autumnalis;;10; "
"Fimbristylis barbata;;; "
"Fimbristylis bisumbellata;;10; "
"Fimbristylis bisumbellata;;10; "
"Fimbristylis bisumbellata;5;; "
"Fimbristylis bisumbellata;5;10; "
"Fimbristylis bisumbellata;5;; "
"Fimbristylis bisumbellata;;16; "
"Fimbristylis bisumbellata;5;; "
"Fimbristylis bisumbellata;5;; "
"Fimbristylis bisumbellata;5;; "
"Fimbristylis bisumbellata;10;; "
"Fimbristylis caroliniana;10, 20, 30;60; "
"Fimbristylis caroliniana;;20; "
"Fimbristylis castanea;;; "
"Fimbristylis cinnamometorum;;10; "
"Fimbristylis cinnamometorum;;10; "
"Fimbristylis cinnamometorum;5;; "
"Fimbristylis cinnamometorum;;10; "
"Fimbristylis cioniana;;; "
"Fimbristylis complanata;;16; "
"Fimbristylis complanata;5;; "
"Fimbristylis complanata;;10; "
"Fimbristylis complanata;5;; "
"Fimbristylis complanata;;5; "
"Fimbristylis complanata;;10; "
"Fimbristylis complanata;10;; "
"Fimbristylis complanata;;20; "
"Fimbristylis complanata;;20; "
"Fimbristylis complanata;5;; "
"Fimbristylis cymosa;;28, 48; "
"Fimbristylis cymosa;;48; "
"Fimbristylis cymosa;24;; "
"Fimbristylis cymosa;48;; "
"Fimbristylis cymosa;;96; "
"Fimbristylis cymosa;;48; "
"Fimbristylis cymosa;;48; "
"Fimbristylis cymosa;;10; "
"Fimbristylis cymosa;5;; "
"Fimbristylis cymosa;48;; "
"Fimbristylis cymosa;;96; "
"Fimbristylis cymosa;;48; "
"Fimbristylis cymosa;;40; "
"Fimbristylis cymosa;;ca. 124; "
"Fimbristylis cymosa;5;; "
"Fimbristylis cymosa;;ca. 124; "
"Fimbristylis cymosa;ca. 62;; "
"Fimbristylis cymosa;49;; "
"Fimbristylis cymosa;44;; "
"Fimbristylis cymosa;49;; "
"Fimbristylis cymosa;;22; "
"Fimbristylis cymosa;;32; "
"Fimbristylis cymosa;48;; "
"Fimbristylis cymosa;;; "
"Fimbristylis cyperoides;;; "
"Fimbristylis decipiens;10;; "
"Fimbristylis dichotoma;;20; "
"Fimbristylis dichotoma;;10; "
"Fimbristylis dichotoma;;20; "
"Fimbristylis dichotoma;5;; "
"Fimbristylis dichotoma;;12; "
"Fimbristylis dichotoma;;10; "
"Fimbristylis dichotoma;15;; "
"Fimbristylis dichotoma;15;; "
"Fimbristylis dichotoma;10;; "
"Fimbristylis dichotoma;;12; "
"Fimbristylis dichotoma;;20; "
"Fimbristylis dichotoma;10;; "
"Fimbristylis dichotoma;5;; "
"Fimbristylis dichotoma;;20; "
"Fimbristylis dichotoma;;20; "
"Fimbristylis dichotoma;;20; "
"Fimbristylis dichotoma;10;; "
"Fimbristylis dichotoma;5;; "
"Fimbristylis dichotoma;10;; "
"Fimbristylis dichotoma;5, 10;; "
"Fimbristylis dichotoma;5;; "
"Fimbristylis dichotoma;10;; "
"Fimbristylis dichotoma;5;; "
"Fimbristylis dichotoma;5;; "
"Fimbristylis dichotoma;;20; "
"Fimbristylis dichotoma;;20; "
"Fimbristylis dichotoma;5, 10;; "
"Fimbristylis dichotoma;10;; "
"Fimbristylis dichotoma;5, 10;; "
"Fimbristylis dichotoma;;30; "
"Fimbristylis dichotoma;5, 10;; "
"Fimbristylis dichotoma;5, 10;; "
"Fimbristylis dichotoma;5, 10;; "
"Fimbristylis dichotoma;;32; "
"Fimbristylis dichotoma;5, 10;; "
"Fimbristylis dichotoma;5, 10;; "
"Fimbristylis dichotoma;5, 10;; "
"Fimbristylis dichotoma;10;; "
"Fimbristylis dichotoma;5;; "
"Fimbristylis dichotoma;;20; "
"Fimbristylis dichotoma;10;; "
"Fimbristylis dichotoma;5;10; "
"Fimbristylis dichotoma;;20; "
"Fimbristylis dichotoma;;30; "
"Fimbristylis dichotoma;;20; "
"Fimbristylis dichotoma;15;; "
"Fimbristylis dichotoma;;20; "
"Fimbristylis dichotoma;15;; "
"Fimbristylis dichotoma;;10; "
"Fimbristylis dichotoma;15;; "
"Fimbristylis diphylla;;; "
"Fimbristylis diphylla;;; "
"Fimbristylis diphylla;;; "
"Fimbristylis dipsacea;;10; "
"Fimbristylis dipsacea;;10; "
"Fimbristylis dipsacea;;10; "
"Fimbristylis falcata;;22; "
"Fimbristylis falcata;;22; "
"Fimbristylis falcata;;22; "
"Fimbristylis falcata;;22; "
"Fimbristylis falcata;;22; "
"Fimbristylis falcata;;22; "
"Fimbristylis falcata;11;; "
"Fimbristylis falcata;;44; "
"Fimbristylis falcata;;22; "
"Fimbristylis falcata;11;; "
"Fimbristylis falcata;22;; "
"Fimbristylis falcata;11;; "
"Fimbristylis falcata;11;; "
"Fimbristylis falcata;11;; "
"Fimbristylis falcata;11;; "
"Fimbristylis falcata;11;; "
"Fimbristylis falcata;11;; "
"Fimbristylis falcata;11;; "
"Fimbristylis ferruginea;;10; "
"Fimbristylis ferruginea;;10; "
"Fimbristylis ferruginea;;10; "
"Fimbristylis ferruginea;;10; "
"Fimbristylis ferruginea;5;; "
"Fimbristylis ferruginea;;10; "
"Fimbristylis ferruginea;5;; "
"Fimbristylis ferruginea;5;; "
"Fimbristylis ferruginea;;20; "
"Fimbristylis ferruginea;5;; "
"Fimbristylis ferruginea;5;; "
"Fimbristylis ferruginea;10;; "
"Fimbristylis ferruginea;5;; "
"Fimbristylis ferruginea;;32; "
"Fimbristylis ferruginea;5;; "
"Fimbristylis ferruginea;10;; "
"Fimbristylis ferruginea;10;; "
"Fimbristylis globulosa;;; "
"Fimbristylis hookeriana;10;; "
"Fimbristylis junciformis;;; "
"Fimbristylis littoralis;;10; "
"Fimbristylis mexicana;10;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;;10; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;;10; "
"Fimbristylis miliacea;;10; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;;10; "
"Fimbristylis miliacea;;20; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;;10; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;10;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis miliacea;5;; "
"Fimbristylis monospicula;5;; "
"Fimbristylis monospicula;;10; "
"Fimbristylis monostachya;;; "
"Fimbristylis narayanii;;6; "
"Fimbristylis narayanii;;6; "
"Fimbristylis ovata;;20; "
"Fimbristylis ovata;8;; "
"Fimbristylis ovata;10;; "
"Fimbristylis ovata;;10; "
"Fimbristylis ovata;;20; "
"Fimbristylis ovata;5;; "
"Fimbristylis ovata;;20; "
"Fimbristylis ovata;5;; "
"Fimbristylis ovata;;10, 20; "
"Fimbristylis ovata;5;; "
"Fimbristylis ovata;5;; "
"Fimbristylis ovata;5;; "
"Fimbristylis ovata;5;; "
"Fimbristylis ovata;5;; "
"Fimbristylis pallidula;;; "
"Fimbristylis paupercula;;44; "
"Fimbristylis paupercula;;44; "
"Fimbristylis perpusilla;5;; "
"Fimbristylis pluristriata;;; "
"Fimbristylis podocarpa;;; "
"Fimbristylis polytrichoides;;20; "
"Fimbristylis polytrichoides;;10; "
"Fimbristylis polytrichoides;5;; "
"Fimbristylis polytrichoides;5;; "
"Fimbristylis polytrichoides;;20; "
"Fimbristylis polytrichoides;;20; "
"Fimbristylis puberula;10, 20;; "
"Fimbristylis puberula;10;; "
"Fimbristylis quinquangularis;;; "
"Fimbristylis schoenoides;5;10; "
"Fimbristylis schoenoides;;10; "
"Fimbristylis schoenoides;5;; "
"Fimbristylis schoenoides;;10; "
"Fimbristylis schoenoides;5;; "
"Fimbristylis schoenoides;5;; "
"Fimbristylis schoenoides;;10; "
"Fimbristylis schoenoides;5;; "
"Fimbristylis setacea;;; "
"Fimbristylis spadicea;10;; "
"Fimbristylis spadicea;10;20; "
"Fimbristylis spadicea;10;; "
"Fimbristylis spathacea;;; "
"Fimbristylis squarrosa;10;; "
"Fimbristylis squarrosa;5;; "
