"resolved_name;gametophytic;sporophytic;parsed n"
"Eriophorum vaginatum;;58;29"
"Eriophorum vaginatum;;58;29"
"Eriophorum vaginatum;;58;29"
"Eriophorum vaginatum;;58;29"
"Eriophorum vaginatum;;58;29"
"Eriophorum vaginatum;;58;29"
"Eriophorum vaginatum;;58;29"
"Eriophorum vaginatum;;58;29"
"Eriophorum vaginatum;;58;29"
"Eriophorum vaginatum;;58;29"
"Eriophorum vaginatum;;58;29"
"Eriophorum vaginatum;;58;29"
"Eriophorum vaginatum;;58;29"
"Eriophorum vaginatum;;58;29"
"Eriophorum vaginatum;;58;29"
"Eriophorum vaginatum;;58;29"
"Eriophorum vaginatum;;58;29"
"Eriophorum vaginatum;;60;30"
"Eriophorum vaginatum;;60;30"
"Eriophorum vaginatum;;61;"
"Eriophorum vaginatum;;83;"
"Eriophorum vaginatum;;c.58;29"
"Eriophorum vaginatum;;c.60;30"
"Eriophorum vaginatum;;ca. 58;29"
"Eriophorum vaginatum;;ca. 60;30"
"Eriophorum virginicum;;58;"
"Eriophorum virginicum;;58;29"
"Eriophorum virginicum;;58?;29"
"Eriophorum viridicarinatum;;58;"
"Eriophorum viridicarinatum;;58;29"
"Eriophorum viridicarinatum;;58;29"
"Eriophorumporsildii Raymond;;59;"
"Erioscirpus comosus;27;;"
"Ficinia nodosa;;30;15"
"Ficinia spiralis;;30;15"
"Ficinia spiralis;;30;15"
"Fimbristylis acicularis;;10;5"
"Fimbristylis acicularis;5;;5"
"Fimbristylis acicularis;5;;5"
"Fimbristylis acicularis;5;;5"
"Fimbristylis acicularis;5;;5"
"Fimbristylis acuminata;;10;"
"Fimbristylis acuminata;;10;5"
"Fimbristylis acuminata;;10;5"
"Fimbristylis acuminata;;10;5"
"Fimbristylis acuminata;;10;5"
"Fimbristylis acuminata;;10;5"
"Fimbristylis acuminata;;10;5"
"Fimbristylis acuminata;5;;5"
"Fimbristylis acuminata;5;;5"
"Fimbristylis acuminata;5;;5"
"Fimbristylis acuminata;5;;5"
"Fimbristylis aestivalis;;10;"
"Fimbristylis aestivalis;;10;5"
"Fimbristylis aestivalis;;10;5"
"Fimbristylis aestivalis;;10;5"
"Fimbristylis aestivalis;;10;5"
"Fimbristylis aestivalis;;10;5"
"Fimbristylis aestivalis;;10;5"
"Fimbristylis aestivalis;;10;5"
"Fimbristylis aestivalis;;10;5"
"Fimbristylis aestivalis;;10;5"
"Fimbristylis aestivalis;;10;5"
"Fimbristylis aestivalis;;10;5"
"Fimbristylis aestivalis;;10;5"
"Fimbristylis aestivalis;;10;5"
"Fimbristylis aestivalis;;10;5"
"Fimbristylis aestivalis;;20;10"
"Fimbristylis aestivalis;5;;5"
"Fimbristylis aestivalis;5;;5"
"Fimbristylis aestivalis;5;;5"
"Fimbristylis aestivalis;5;;5"
"Fimbristylis aestivalis;5;;5"
"Fimbristylis annua;;30;"
"Fimbristylis argentea;;20;"
"Fimbristylis argentea;;20;10"
"Fimbristylis argentea;;20;10"
"Fimbristylis argentea;;20;10"
"Fimbristylis argentea;;20;10"
"Fimbristylis argentea;;20;10"
"Fimbristylis argentea;;20;10"
"Fimbristylis argentea;10;;"
"Fimbristylis argentea;10;;10"
"Fimbristylis argentea;10;;10"
"Fimbristylis argentea;10;;10"
"Fimbristylis argentea;10;;10"
"Fimbristylis argillicola;10;;10"
"Fimbristylis argillicola;10;;10"
"Fimbristylis autumnalis;;10;"
"Fimbristylis autumnalis;;10;"
"Fimbristylis autumnalis;;10;5"
"Fimbristylis autumnalis;;10;5"
"Fimbristylis autumnalis;;10;5"
"Fimbristylis autumnalis;;10;5"
"Fimbristylis autumnalis;;10;5"
"Fimbristylis autumnalis;;10;5"
"Fimbristylis autumnalis;5;10;5"
"Fimbristylis autumnalis;5;10;5"
"Fimbristylis barbata;;10;"
"Fimbristylis bisumbellata;;10,16,20;5, 8, 10"
"Fimbristylis bisumbellata;;10;"
"Fimbristylis bisumbellata;;10;5"
"Fimbristylis bisumbellata;;10;5"
"Fimbristylis bisumbellata;;10;5"
"Fimbristylis bisumbellata;;10;5"
"Fimbristylis bisumbellata;;10;5"
"Fimbristylis bisumbellata;;10;5"
"Fimbristylis bisumbellata;;10;5"
"Fimbristylis bisumbellata;;10;5"
"Fimbristylis bisumbellata;;10;5"
"Fimbristylis bisumbellata;;16;"
"Fimbristylis bisumbellata;;16;8"
"Fimbristylis bisumbellata;;16;8"
"Fimbristylis bisumbellata;;16;8"
"Fimbristylis bisumbellata;10;;"
"Fimbristylis bisumbellata;10;;10"
"Fimbristylis bisumbellata;10;;10"
"Fimbristylis bisumbellata;5;;"
"Fimbristylis bisumbellata;5;;"
"Fimbristylis bisumbellata;5;;"
"Fimbristylis bisumbellata;5;;"
"Fimbristylis bisumbellata;5;;"
"Fimbristylis bisumbellata;5;;5"
"Fimbristylis bisumbellata;5;;5"
"Fimbristylis bisumbellata;5;;5"
"Fimbristylis bisumbellata;5;;5"
"Fimbristylis bisumbellata;5;;5"
"Fimbristylis bisumbellata;5;;5"
"Fimbristylis bisumbellata;5;;5"
"Fimbristylis bisumbellata;5;;5"
"Fimbristylis bisumbellata;5;;5"
"Fimbristylis bisumbellata;5;;5"
"Fimbristylis bisumbellata;5;;5"
"Fimbristylis bisumbellata;5;;5"
"Fimbristylis bisumbellata;5;10;"
"Fimbristylis bisumbellata;5;10;5"
"Fimbristylis bisumbellata;5;10;5"
"Fimbristylis bisumbellata;5;10;5"
"Fimbristylis caroliniana;;20,30,60;10, 15, 30"
"Fimbristylis caroliniana;;20;"
"Fimbristylis caroliniana;;20;10"
"Fimbristylis caroliniana;;20;10"
"Fimbristylis caroliniana;10, 20, 30;60;10,20,30"
"Fimbristylis caroliniana;10, 20, 30;60;10,20,30"
"Fimbristylis cinnamometorum;;10;"
"Fimbristylis cinnamometorum;;10;5"
"Fimbristylis cinnamometorum;;10;5"
"Fimbristylis cinnamometorum;;10;5"
"Fimbristylis cinnamometorum;;10;5"
"Fimbristylis cinnamometorum;;10;5"
"Fimbristylis cinnamometorum;;10;5"
"Fimbristylis cinnamometorum;5;;5"
"Fimbristylis cinnamometorum;5;;5"
"Fimbristylis cioniana;5;10;"
"Fimbristylis complanata;;10;"
"Fimbristylis complanata;;10;5"
"Fimbristylis complanata;;10;5"
"Fimbristylis complanata;;10;5"
"Fimbristylis complanata;;10;5"
"Fimbristylis complanata;;10;5"
"Fimbristylis complanata;;10;5"
"Fimbristylis complanata;;16;"
"Fimbristylis complanata;;16;8"
"Fimbristylis complanata;;16;8"
"Fimbristylis complanata;;16;8"
"Fimbristylis complanata;;16;8"
"Fimbristylis complanata;;16;8"
"Fimbristylis complanata;;20;10"
"Fimbristylis complanata;;20;10"
"Fimbristylis complanata;;20;10"
"Fimbristylis complanata;;5;"
"Fimbristylis complanata;;5;"
"Fimbristylis complanata;10;;"
"Fimbristylis complanata;10;;10"
"Fimbristylis complanata;10;;10"
"Fimbristylis complanata;10;;10"
"Fimbristylis complanata;5;;5"
"Fimbristylis complanata;5;;5"
"Fimbristylis complanata;5;;5"
"Fimbristylis complanata;5;;5"
"Fimbristylis complanata;5;;5"
"Fimbristylis cymosa subsp spathacea;;32;"
"Fimbristylis cymosa var spathacea;;10;5"
"Fimbristylis cymosa var spathacea;;32;16"
"Fimbristylis cymosa var spathacea;;32;16"
"Fimbristylis cymosa var spathacea;;40;20"
"Fimbristylis cymosa var spathacea;;40;20"
"Fimbristylis cymosa var spathacea;;48;24"
"Fimbristylis cymosa var spathacea;;48;24"
"Fimbristylis cymosa var spathacea;24;;24"
"Fimbristylis cymosa var spathacea;5;;5"
"Fimbristylis cymosa;;10;5"
"Fimbristylis cymosa;;10;5"
"Fimbristylis cymosa;;10;5"
"Fimbristylis cymosa;;22;11"
"Fimbristylis cymosa;;28, 48;14, 24"
"Fimbristylis cymosa;;28, 48;14, 24"
"Fimbristylis cymosa;;28, 48;14, 24"
"Fimbristylis cymosa;;28, 48;14,24"
"Fimbristylis cymosa;;32;16"
"Fimbristylis cymosa;;40;20"
"Fimbristylis cymosa;;48;24"
"Fimbristylis cymosa;;48;24"
"Fimbristylis cymosa;;48;24"
"Fimbristylis cymosa;;48;24"
"Fimbristylis cymosa;;52;"
"Fimbristylis cymosa;;52;26"
"Fimbristylis cymosa;;56;28"
"Fimbristylis cymosa;;96;48"
"Fimbristylis cymosa;;96;48"
"Fimbristylis cymosa;;ca. 124;62"
"Fimbristylis cymosa;;ca. 124;62"
"Fimbristylis cymosa;24;;24"
"Fimbristylis cymosa;44;;44"
"Fimbristylis cymosa;48;;48"
"Fimbristylis cymosa;48;;48"
"Fimbristylis cymosa;48;;48"
"Fimbristylis cymosa;49;;49"
"Fimbristylis cymosa;49;;49"
"Fimbristylis cymosa;5;;"
"Fimbristylis cymosa;5;;5"
"Fimbristylis cymosa;5;;5"
"Fimbristylis cymosa;5;;5"
"Fimbristylis cymosa;ca. 62;;62"
"Fimbristylis decipiens;;20;10"
"Fimbristylis decipiens;10;;10"
"Fimbristylis decipiens;10;;10"
"Fimbristylis dichotoma subsp podocarpa;;10;5"
"Fimbristylis dichotoma subsp podocarpa;;10;5"
"Fimbristylis dichotoma subsp podocarpa;;20;10"
"Fimbristylis dichotoma subsp podocarpa;;20;10"
"Fimbristylis dichotoma subsp podocarpa;;20;10"
"Fimbristylis dichotoma subsp podocarpa;;20;10"
"Fimbristylis dichotoma subsp podocarpa;;20;10"
"Fimbristylis dichotoma subsp podocarpa;;30;15"
"Fimbristylis dichotoma subsp podocarpa;;30;15"
"Fimbristylis dichotoma subsp podocarpa;;30;15"
"Fimbristylis dichotoma subsp podocarpa;;30;15"
"Fimbristylis dichotoma subsp podocarpa;10;;10"
"Fimbristylis dichotoma subsp podocarpa;10;;10"
"Fimbristylis dichotoma subsp podocarpa;15;;15"
"Fimbristylis dichotoma subsp podocarpa;15;;15"
"Fimbristylis dichotoma subsp podocarpa;15;;15"
"Fimbristylis dichotoma subsp podocarpa;15;;15"
"Fimbristylis dichotoma subsp podocarpa;5;10;5"
"Fimbristylis dichotoma var ochotensis;;20;10"
"Fimbristylis dichotoma;;10, 20;5, 10"
"Fimbristylis dichotoma;;10, 20;5, 10"
"Fimbristylis dichotoma;;10,2;5, 10"
"Fimbristylis dichotoma;;10;5"
"Fimbristylis dichotoma;;10;5"
"Fimbristylis dichotoma;;10;5"
"Fimbristylis dichotoma;;10;5"
"Fimbristylis dichotoma;;10;5"
"Fimbristylis dichotoma;;10;5"
"Fimbristylis dichotoma;;10;5"
"Fimbristylis dichotoma;;10;5"
"Fimbristylis dichotoma;;10;5"
"Fimbristylis dichotoma;;12;6"
"Fimbristylis dichotoma;;12;6"
"Fimbristylis dichotoma;;12;6"
"Fimbristylis dichotoma;;12;6"
"Fimbristylis dichotoma;;20,3;10, 15"
"Fimbristylis dichotoma;;20;"
"Fimbristylis dichotoma;;20;"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;20;10"
"Fimbristylis dichotoma;;30;15"
"Fimbristylis dichotoma;;30;15"
"Fimbristylis dichotoma;;30;15"
"Fimbristylis dichotoma;;30;15"
"Fimbristylis dichotoma;;30;15"
"Fimbristylis dichotoma;;30;15"
"Fimbristylis dichotoma;;32;"
"Fimbristylis dichotoma;;32;16"
"Fimbristylis dichotoma;;32;16"
"Fimbristylis dichotoma;10;;"
"Fimbristylis dichotoma;10;;"
"Fimbristylis dichotoma;10;;"
"Fimbristylis dichotoma;10;;10"
"Fimbristylis dichotoma;10;;10"
"Fimbristylis dichotoma;10;;10"
"Fimbristylis dichotoma;10;;10"
"Fimbristylis dichotoma;10;;10"
"Fimbristylis dichotoma;10;;10"
"Fimbristylis dichotoma;10;;10"
"Fimbristylis dichotoma;10;;10"
"Fimbristylis dichotoma;10;;10"
"Fimbristylis dichotoma;10;;10"
"Fimbristylis dichotoma;10;;10"
"Fimbristylis dichotoma;10;;10"
"Fimbristylis dichotoma;10;;10"
"Fimbristylis dichotoma;10;;10"
"Fimbristylis dichotoma;10;;10"
"Fimbristylis dichotoma;10;;10"
"Fimbristylis dichotoma;15;;15"
"Fimbristylis dichotoma;15;;15"
"Fimbristylis dichotoma;15;;15"
"Fimbristylis dichotoma;15;;15"
"Fimbristylis dichotoma;15;;15"
"Fimbristylis dichotoma;15;;15"
"Fimbristylis dichotoma;15;;15"
"Fimbristylis dichotoma;15;30;"
"Fimbristylis dichotoma;15;30;15"
"Fimbristylis dichotoma;5, 10;;"
"Fimbristylis dichotoma;5, 10;;"
"Fimbristylis dichotoma;5, 10;;"
"Fimbristylis dichotoma;5, 10;;"
"Fimbristylis dichotoma;5, 10;;"
"Fimbristylis dichotoma;5, 10;;"
"Fimbristylis dichotoma;5, 10;;5, 10"
"Fimbristylis dichotoma;5, 10;;5, 10"
"Fimbristylis dichotoma;5, 10;;5, 10"
"Fimbristylis dichotoma;5, 10;;5, 10"
"Fimbristylis dichotoma;5, 10;;5, 10"
"Fimbristylis dichotoma;5, 10;;5, 10"
"Fimbristylis dichotoma;5, 10;;5, 10"
"Fimbristylis dichotoma;5, 10;;5, 10"
"Fimbristylis dichotoma;5, 10;;5, 10"
"Fimbristylis dichotoma;5, 10;;5, 10"
"Fimbristylis dichotoma;5, 10;;5, 10"
"Fimbristylis dichotoma;5, 10;;5, 10"
"Fimbristylis dichotoma;5, 10;;5, 10"
"Fimbristylis dichotoma;5, 10;;5, 10"
"Fimbristylis dichotoma;5, 10;;5, 10"
"Fimbristylis dichotoma;5,1;;"
"Fimbristylis dichotoma;5,1;;"
"Fimbristylis dichotoma;5,1;;5, 10"
"Fimbristylis dichotoma;5,1;;5, 10"
"Fimbristylis dichotoma;5;;"
"Fimbristylis dichotoma;5;;"
"Fimbristylis dichotoma;5;;5"
"Fimbristylis dichotoma;5;;5"
"Fimbristylis dichotoma;5;;5"
"Fimbristylis dichotoma;5;;5"
"Fimbristylis dichotoma;5;;5"
"Fimbristylis dichotoma;5;;5"
"Fimbristylis dichotoma;5;;5"
"Fimbristylis dichotoma;5;;5"
"Fimbristylis dichotoma;5;;5"
"Fimbristylis dichotoma;5;;5"
"Fimbristylis dichotoma;5;;5"
"Fimbristylis dichotoma;5;;5"
"Fimbristylis dichotoma;5;;5"
"Fimbristylis dichotoma;5;;5"
"Fimbristylis dichotoma;5;;5"
"Fimbristylis dichotoma;5;10;5"
"Fimbristylis dichotoma;5;10;5"
"Fimbristylis diphylla var pluristriata;;20;"
"Fimbristylis diphylla;;20;"
"Fimbristylis diphylla;10;;"
"Fimbristylis diphylla;5;;"
"Fimbristylis diphylla;5;;"
"Fimbristylis diphylloides;;10;"
"Fimbristylis diphylloides;;10;5"
"Fimbristylis diphylloides;;20;10"
"Fimbristylis dipsacea var verrucifera;;10;5"
"Fimbristylis dipsacea var verrucifera;;10;5"
"Fimbristylis dipsacea;;10;"
"Fimbristylis dipsacea;;10;5"
"Fimbristylis dipsacea;;10;5"
"Fimbristylis dipsacea;;10;5"
"Fimbristylis dipsacea;;10;5"
"Fimbristylis dipsacea;;10;5"
"Fimbristylis dipsacea;;10;5"
"Fimbristylis dipsacea;;10;5"
"Fimbristylis falcata;;22;11"
"Fimbristylis falcata;;22;11"
"Fimbristylis falcata;;22;11"
"Fimbristylis falcata;;22;11"
"Fimbristylis falcata;;22;11"
"Fimbristylis falcata;;22;11"
"Fimbristylis falcata;;22;11"
"Fimbristylis falcata;;22;11"
"Fimbristylis falcata;;22;11"
"Fimbristylis falcata;;22;11"
"Fimbristylis falcata;;22;11"
"Fimbristylis falcata;;22;11"
"Fimbristylis falcata;;44;"
"Fimbristylis falcata;;44;22"
"Fimbristylis falcata;;44;22"
"Fimbristylis falcata;;44;22"
"Fimbristylis falcata;;44;22"
"Fimbristylis falcata;11;;"
"Fimbristylis falcata;11;;"
"Fimbristylis falcata;11;;"
"Fimbristylis falcata;11;;"
"Fimbristylis falcata;11;;"
"Fimbristylis falcata;11;;11"
"Fimbristylis falcata;11;;11"
"Fimbristylis falcata;11;;11"
"Fimbristylis falcata;11;;11"
"Fimbristylis falcata;11;;11"
"Fimbristylis falcata;11;;11"
"Fimbristylis falcata;11;;11"
"Fimbristylis falcata;11;;11"
"Fimbristylis falcata;11;;11"
"Fimbristylis falcata;11;;11"
"Fimbristylis falcata;11;;11"
"Fimbristylis falcata;11;;11"
"Fimbristylis falcata;11;;11"
"Fimbristylis falcata;11;;11"
"Fimbristylis falcata;11;;11"
"Fimbristylis falcata;11;;11"
"Fimbristylis falcata;11;;11"
"Fimbristylis falcata;11;;11"
"Fimbristylis falcata;22;;22"
"Fimbristylis falcata;22;44;"
"Fimbristylis falcata;22;44;22"
"Fimbristylis fenuginea;5;;"
"Fimbristylis ferruginea var anpinensis;;10;"
"Fimbristylis ferruginea var sieboldii;;10;"
"Fimbristylis ferruginea;;10;"
"Fimbristylis ferruginea;;10;"
"Fimbristylis ferruginea;;10;5"
"Fimbristylis ferruginea;;10;5"
"Fimbristylis ferruginea;;10;5"
"Fimbristylis ferruginea;;10;5"
"Fimbristylis ferruginea;;10;5"
"Fimbristylis ferruginea;;10;5"
"Fimbristylis ferruginea;;10;5"
"Fimbristylis ferruginea;;10;5"
"Fimbristylis ferruginea;;10;5"
"Fimbristylis ferruginea;;10;5"
"Fimbristylis ferruginea;;10;5"
"Fimbristylis ferruginea;;10;5"
"Fimbristylis ferruginea;;10;5"
"Fimbristylis ferruginea;;10;5"
"Fimbristylis ferruginea;;20;"
"Fimbristylis ferruginea;;20;10"
"Fimbristylis ferruginea;;20;10"
"Fimbristylis ferruginea;;20;10"
"Fimbristylis ferruginea;;20;10"
"Fimbristylis ferruginea;;20;10"
"Fimbristylis ferruginea;;32;"
"Fimbristylis ferruginea;;32;16"
"Fimbristylis ferruginea;;32;16"
"Fimbristylis ferruginea;;32;16"
"Fimbristylis ferruginea;10;;"
"Fimbristylis ferruginea;10;;"
"Fimbristylis ferruginea;10;;"
"Fimbristylis ferruginea;10;;10"
"Fimbristylis ferruginea;10;;10"
"Fimbristylis ferruginea;10;;10"
"Fimbristylis ferruginea;10;;10"
"Fimbristylis ferruginea;10;;10"
"Fimbristylis ferruginea;10;;10"
"Fimbristylis ferruginea;10;;10"
"Fimbristylis ferruginea;20;;"
"Fimbristylis ferruginea;20;;20"
"Fimbristylis ferruginea;5;;"
"Fimbristylis ferruginea;5;;"
"Fimbristylis ferruginea;5;;"
"Fimbristylis ferruginea;5;;"
"Fimbristylis ferruginea;5;;"
"Fimbristylis ferruginea;5;;5"
"Fimbristylis ferruginea;5;;5"
"Fimbristylis ferruginea;5;;5"
"Fimbristylis ferruginea;5;;5"
"Fimbristylis ferruginea;5;;5"
"Fimbristylis ferruginea;5;;5"
"Fimbristylis ferruginea;5;;5"
"Fimbristylis ferruginea;5;;5"
"Fimbristylis ferruginea;5;;5"
"Fimbristylis ferruginea;5;;5"
"Fimbristylis ferruginea;5;;5"
"Fimbristylis ferruginea;5;;5"
"Fimbristylis ferruginea;5;;5"
"Fimbristylis ferruginea;5;;5"
"Fimbristylis ferruginea;5;;5"
"Fimbristylis ferruginea;5;;5"
"Fimbristylis ferrugineae var sieboldii;;10;5"
"Fimbristylis guinouanoularis;5, 10;;"
"Fimbristylis hookeriana;;20;10"
"Fimbristylis hookeriana;10;;"
"Fimbristylis hookeriana;10;;10"
"Fimbristylis hookeriana;10;;10"
"Fimbristylis junciformis;;22;"
"Fimbristylis junciformis;11;;"
"Fimbristylis junciformis;11;;"
"Fimbristylis littoralis;;10;"
"Fimbristylis littoralis;;10;5"
"Fimbristylis littoralis;;10;5"
"Fimbristylis littoralis;;10;5"
"Fimbristylis longispica var boninensis;;30;"
"Fimbristylis longispica var boninensis;;30;15"
"Fimbristylis longispica var hahajimensis;;30;"
"Fimbristylis longispica var hahajimensis;;30;15"
"Fimbristylis mexicana;10;;10"
"Fimbristylis mexicana;10;;10"
"Fimbristylis miliacea;;10;"
"Fimbristylis miliacea;5;;"
"Fimbristylis miliacea;5;;"
"Fimbristylis miliacea;5;;"
"Fimbristylis miliacea;5;;"
"Fimbristylis miliacea;5;;"
"Fimbristylis miliacea;5;;"
"Fimbristylis miliacea;5;;"
"Fimbristylis miliacea;5;;"
"Fimbristylis monospicula;;10;"
"Fimbristylis monospicula;;10;5"
"Fimbristylis monospicula;;10;5"
"Fimbristylis monospicula;;10;5"
"Fimbristylis monospicula;5;;"
"Fimbristylis monospicula;5;;5"
"Fimbristylis monospicula;5;;5"
"Fimbristylis monospicula;5;;5"
"Fimbristylis monostachya;5;;"
"Fimbristylis monostachya;5;;"
"Fimbristylis monostachya;5;;"
"Fimbristylis monostachya;8;;"
"Fimbristylis narayanii;;6;"
"Fimbristylis narayanii;;6;3"
"Fimbristylis narayanii;;6;3"
"Fimbristylis narayanii;;6;3"
"Fimbristylis ovata;;10, 20;5, 10"
"Fimbristylis ovata;;10, 20;5, 10"
"Fimbristylis ovata;;10,2;"
"Fimbristylis ovata;;10,2;5, 10"
"Fimbristylis ovata;;10;5"
"Fimbristylis ovata;;10;5"
"Fimbristylis ovata;;10;5"
"Fimbristylis ovata;;10;5"
"Fimbristylis ovata;;10;5"
"Fimbristylis ovata;;10;5"
"Fimbristylis ovata;;20;"
"Fimbristylis ovata;;20;10"
"Fimbristylis ovata;;20;10"
"Fimbristylis ovata;;20;10"
"Fimbristylis ovata;;20;10"
"Fimbristylis ovata;;20;10"
"Fimbristylis ovata;;20;10"
"Fimbristylis ovata;;20;10"
"Fimbristylis ovata;;20;10"
"Fimbristylis ovata;;20;10"
"Fimbristylis ovata;10;;10"
"Fimbristylis ovata;10;;10"
"Fimbristylis ovata;5;;"
"Fimbristylis ovata;5;;5"
"Fimbristylis ovata;5;;5"
"Fimbristylis ovata;5;;5"
"Fimbristylis ovata;5;;5"
"Fimbristylis ovata;5;;5"
"Fimbristylis ovata;5;;5"
"Fimbristylis ovata;5;;5"
"Fimbristylis ovata;5;;5"
"Fimbristylis ovata;5;;5"
"Fimbristylis ovata;5;;5"
"Fimbristylis ovata;5;;5"
"Fimbristylis ovata;5;;5"
"Fimbristylis ovata;5;;5"
"Fimbristylis ovata;8;;8"
"Fimbristylis ovata;8;;8"
"Fimbristylis ovata;8;;8"
"Fimbristylis paupercula;;44;22"
"Fimbristylis paupercula;;44;22"
"Fimbristylis paupercula;;44;22"
"Fimbristylis perpusilla;;10;5"
"Fimbristylis perpusilla;5;;5"
"Fimbristylis perpusilla;5;;5"
"Fimbristylis pierotii;;42;"
"Fimbristylis pierotii;;42;21"
"Fimbristylis pluristriata;15;;"
"Fimbristylis podocarpa;10;;"
"Fimbristylis podocarpa;15;;"
"Fimbristylis podocarpa;15;;"
"Fimbristylis polytrichoides;;10;"
"Fimbristylis polytrichoides;;10;5"
"Fimbristylis polytrichoides;;10;5"
"Fimbristylis polytrichoides;;10;5"
"Fimbristylis polytrichoides;;20;10"
"Fimbristylis polytrichoides;;20;10"
"Fimbristylis polytrichoides;;20;10"
"Fimbristylis polytrichoides;5;;"
"Fimbristylis polytrichoides;5;;"
"Fimbristylis polytrichoides;5;;5"
"Fimbristylis polytrichoides;5;;5"
"Fimbristylis polytrichoides;5;;5"
"Fimbristylis polytrichoides;5;;5"
"Fimbristylis puberula var interior;10;;10"
"Fimbristylis puberula;;20;10"
"Fimbristylis puberula;10, 20;;10, 20"
"Fimbristylis quinquangularis;;10;"
"Fimbristylis quinquangularis;;10;5"
"Fimbristylis quinquangularis;;10;5"
"Fimbristylis quinquangularis;;10;5"
"Fimbristylis quinquangularis;;10;5"
"Fimbristylis quinquangularis;;10;5"
"Fimbristylis quinquangularis;;10;5"
"Fimbristylis quinquangularis;;10;5"
"Fimbristylis quinquangularis;;10;5"
"Fimbristylis quinquangularis;;10;5"
"Fimbristylis quinquangularis;;10;5"
"Fimbristylis quinquangularis;;10;5"
"Fimbristylis quinquangularis;;10;5"
"Fimbristylis quinquangularis;;10;5"
"Fimbristylis quinquangularis;;10;5"
"Fimbristylis quinquangularis;;10;5"
"Fimbristylis quinquangularis;;10;5"
"Fimbristylis quinquangularis;;10;5"
"Fimbristylis quinquangularis;;10;5"
"Fimbristylis quinquangularis;;10;5"
"Fimbristylis quinquangularis;;20;10"
"Fimbristylis quinquangularis;;20;10"
"Fimbristylis quinquangularis;;20;10"
"Fimbristylis quinquangularis;10;;"
"Fimbristylis quinquangularis;10;;10"
"Fimbristylis quinquangularis;10;;10"
"Fimbristylis quinquangularis;5;;"
"Fimbristylis quinquangularis;5;;"
"Fimbristylis quinquangularis;5;;"
"Fimbristylis quinquangularis;5;;"
"Fimbristylis quinquangularis;5;;"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis quinquangularis;5;;5"
"Fimbristylis schoenoides;;10;"
"Fimbristylis schoenoides;;10;5"
"Fimbristylis schoenoides;;10;5"
"Fimbristylis schoenoides;;10;5"
"Fimbristylis schoenoides;;10;5"
"Fimbristylis schoenoides;;10;5"
"Fimbristylis schoenoides;;10;5"
"Fimbristylis schoenoides;;10;5"
